type,category,vacancy_type,vacancy,lastupdate,time of api
P,HOURLY,A,126,2021-06-03 01:11:26,2021-06-03 01:15:00+00:00
P,HOURLY,A,126,2021-06-03 01:27:28,2021-06-03 01:30:00+00:00
P,HOURLY,A,126,2021-06-03 01:41:26,2021-06-03 01:45:00+00:00
P,HOURLY,A,126,2021-06-03 01:57:27,2021-06-03 02:00:00+00:00
P,HOURLY,A,126,2021-06-03 02:13:26,2021-06-03 02:15:00+00:00
P,HOURLY,A,126,2021-06-03 02:27:26,2021-06-03 02:30:00+00:00
P,HOURLY,A,126,2021-06-03 02:43:27,2021-06-03 02:45:00+00:00
P,HOURLY,A,126,2021-06-03 02:57:26,2021-06-03 03:00:00+00:00
P,HOURLY,A,126,2021-06-03 03:11:26,2021-06-03 03:15:00+00:00
P,HOURLY,A,126,2021-06-03 03:27:27,2021-06-03 03:30:00+00:00
P,HOURLY,A,126,2021-06-03 03:41:27,2021-06-03 03:45:00+00:00
P,HOURLY,A,126,2021-06-03 04:13:26,2021-06-03 04:15:00+00:00
P,HOURLY,A,126,2021-06-03 04:27:26,2021-06-03 04:30:00+00:00
P,HOURLY,A,126,2021-06-03 05:57:26,2021-06-03 06:00:00+00:00
P,HOURLY,A,126,2021-06-03 06:11:27,2021-06-03 06:15:00+00:00
P,HOURLY,A,126,2021-06-03 06:27:26,2021-06-03 06:30:00+00:00
P,HOURLY,A,126,2021-06-03 06:41:27,2021-06-03 06:45:00+00:00
P,HOURLY,A,126,2021-06-03 06:57:26,2021-06-03 07:00:00+00:00
P,HOURLY,A,126,2021-06-03 07:11:26,2021-06-03 07:15:00+00:00
P,HOURLY,A,126,2021-06-03 07:27:26,2021-06-03 07:30:00+00:00
P,HOURLY,A,124,2021-06-03 07:41:26,2021-06-03 07:45:00+00:00
P,HOURLY,A,125,2021-06-03 07:57:27,2021-06-03 08:00:00+00:00
P,HOURLY,A,122,2021-06-03 08:11:28,2021-06-03 08:15:00+00:00
P,HOURLY,A,120,2021-06-03 08:27:26,2021-06-03 08:30:00+00:00
P,HOURLY,A,111,2021-06-03 08:43:27,2021-06-03 08:45:00+00:00
P,HOURLY,A,106,2021-06-03 08:57:27,2021-06-03 09:00:00+00:00
P,HOURLY,A,98,2021-06-03 09:11:27,2021-06-03 09:15:00+00:00
P,HOURLY,A,95,2021-06-03 09:25:27,2021-06-03 09:30:00+00:00
P,HOURLY,A,90,2021-06-03 09:41:28,2021-06-03 09:45:00+00:00
P,HOURLY,A,87,2021-06-03 09:57:33,2021-06-03 10:00:00+00:00
P,HOURLY,A,80,2021-06-03 10:11:29,2021-06-03 10:15:00+00:00
P,HOURLY,A,79,2021-06-03 10:27:32,2021-06-03 10:30:00+00:00
P,HOURLY,A,70,2021-06-03 10:43:27,2021-06-03 10:45:00+00:00
P,HOURLY,A,61,2021-06-03 10:57:27,2021-06-03 11:00:00+00:00
P,HOURLY,A,58,2021-06-03 11:11:28,2021-06-03 11:15:00+00:00
P,HOURLY,A,38,2021-06-03 11:27:27,2021-06-03 11:30:00+00:00
P,HOURLY,A,26,2021-06-03 11:41:28,2021-06-03 11:45:00+00:00
P,HOURLY,A,19,2021-06-03 11:57:27,2021-06-03 12:00:00+00:00
P,HOURLY,A,7,2021-06-03 12:13:26,2021-06-03 12:15:00+00:00
P,HOURLY,A,0,2021-06-03 12:27:28,2021-06-03 12:30:00+00:00
P,HOURLY,A,1,2021-06-03 12:41:28,2021-06-03 12:45:00+00:00
P,HOURLY,A,0,2021-06-03 12:57:25,2021-06-03 13:00:00+00:00
P,HOURLY,A,0,2021-06-03 13:11:27,2021-06-03 13:15:00+00:00
P,HOURLY,A,0,2021-06-03 13:27:31,2021-06-03 13:30:00+00:00
P,HOURLY,A,0,2021-06-03 13:43:26,2021-06-03 13:45:00+00:00
P,HOURLY,A,0,2021-06-03 13:57:28,2021-06-03 14:00:00+00:00
P,HOURLY,A,1,2021-06-03 14:13:26,2021-06-03 14:15:00+00:00
P,HOURLY,A,1,2021-06-03 14:27:25,2021-06-03 14:30:00+00:00
P,HOURLY,A,0,2021-06-03 14:43:28,2021-06-03 14:45:00+00:00
P,HOURLY,A,0,2021-06-03 14:57:26,2021-06-03 15:00:00+00:00
P,HOURLY,A,9,2021-06-03 15:13:28,2021-06-03 15:15:00+00:00
P,HOURLY,A,1,2021-06-03 15:27:25,2021-06-03 15:30:00+00:00
P,HOURLY,A,0,2021-06-03 15:41:26,2021-06-03 15:45:00+00:00
P,HOURLY,A,1,2021-06-03 15:57:27,2021-06-03 16:00:00+00:00
P,HOURLY,A,6,2021-06-03 16:13:25,2021-06-03 16:15:00+00:00
P,HOURLY,A,0,2021-06-03 16:27:28,2021-06-03 16:30:00+00:00
P,HOURLY,A,7,2021-06-03 16:43:28,2021-06-03 16:45:00+00:00
P,HOURLY,A,9,2021-06-03 16:57:26,2021-06-03 17:00:00+00:00
P,HOURLY,A,7,2021-06-03 17:11:27,2021-06-03 17:15:00+00:00
P,HOURLY,A,13,2021-06-03 17:27:25,2021-06-03 17:30:00+00:00
P,HOURLY,A,17,2021-06-03 17:43:26,2021-06-03 17:45:00+00:00
P,HOURLY,A,26,2021-06-03 17:57:26,2021-06-03 18:00:00+00:00
P,HOURLY,A,20,2021-06-03 18:11:26,2021-06-03 18:15:00+00:00
P,HOURLY,A,25,2021-06-03 18:27:28,2021-06-03 18:30:00+00:00
P,HOURLY,A,22,2021-06-03 18:41:27,2021-06-03 18:45:00+00:00
P,HOURLY,A,16,2021-06-03 18:57:26,2021-06-03 19:00:00+00:00
P,HOURLY,A,4,2021-06-03 19:13:26,2021-06-03 19:15:00+00:00
P,HOURLY,A,1,2021-06-03 19:27:27,2021-06-03 19:30:00+00:00
P,HOURLY,A,12,2021-06-03 19:57:27,2021-06-03 20:00:00+00:00
P,HOURLY,A,18,2021-06-03 20:13:26,2021-06-03 20:15:00+00:00
P,HOURLY,A,19,2021-06-03 20:27:27,2021-06-03 20:30:00+00:00
P,HOURLY,A,29,2021-06-03 20:57:26,2021-06-03 21:00:00+00:00
P,HOURLY,A,38,2021-06-03 21:11:27,2021-06-03 21:15:00+00:00
P,HOURLY,A,52,2021-06-03 21:27:26,2021-06-03 21:30:00+00:00
P,HOURLY,A,67,2021-06-03 21:43:27,2021-06-03 21:45:00+00:00
P,HOURLY,A,81,2021-06-03 21:57:25,2021-06-03 22:00:00+00:00
P,HOURLY,A,99,2021-06-03 22:13:27,2021-06-03 22:15:00+00:00
P,HOURLY,A,111,2021-06-03 22:27:27,2021-06-03 22:30:00+00:00
P,HOURLY,A,114,2021-06-03 22:41:26,2021-06-03 22:45:00+00:00
P,HOURLY,A,116,2021-06-03 23:11:26,2021-06-03 23:15:00+00:00
P,HOURLY,A,119,2021-06-03 23:27:27,2021-06-03 23:30:00+00:00
P,HOURLY,A,120,2021-06-03 23:41:27,2021-06-03 23:45:00+00:00
P,HOURLY,A,121,2021-06-03 23:57:26,2021-06-04 00:00:00+00:00
P,HOURLY,A,122,2021-06-04 00:11:26,2021-06-04 00:15:00+00:00
P,HOURLY,A,124,2021-06-04 00:27:27,2021-06-04 00:30:00+00:00
P,HOURLY,A,124,2021-06-04 00:41:26,2021-06-04 00:45:00+00:00
P,HOURLY,A,125,2021-06-04 00:57:27,2021-06-04 01:00:00+00:00
P,HOURLY,A,126,2021-06-04 01:11:27,2021-06-04 01:15:00+00:00
P,HOURLY,A,126,2021-06-04 01:27:27,2021-06-04 01:30:00+00:00
P,HOURLY,A,126,2021-06-04 01:43:26,2021-06-04 01:45:00+00:00
P,HOURLY,A,126,2021-06-04 01:57:25,2021-06-04 02:00:00+00:00
P,HOURLY,A,126,2021-06-04 02:11:27,2021-06-04 02:15:00+00:00
P,HOURLY,A,126,2021-06-04 02:27:27,2021-06-04 02:30:00+00:00
P,HOURLY,A,126,2021-06-04 02:41:25,2021-06-04 02:45:00+00:00
P,HOURLY,A,126,2021-06-04 02:57:24,2021-06-04 03:00:00+00:00
P,HOURLY,A,126,2021-06-04 03:11:27,2021-06-04 03:15:00+00:00
P,HOURLY,A,126,2021-06-04 03:27:26,2021-06-04 03:30:00+00:00
P,HOURLY,A,126,2021-06-04 03:43:26,2021-06-04 03:45:00+00:00
P,HOURLY,A,126,2021-06-04 03:57:27,2021-06-04 04:00:00+00:00
P,HOURLY,A,126,2021-06-04 04:13:26,2021-06-04 04:15:00+00:00
P,HOURLY,A,126,2021-06-04 04:27:27,2021-06-04 04:30:00+00:00
P,HOURLY,A,126,2021-06-04 04:41:25,2021-06-04 04:45:00+00:00
P,HOURLY,A,126,2021-06-04 04:57:26,2021-06-04 05:00:00+00:00
P,HOURLY,A,126,2021-06-04 05:11:27,2021-06-04 05:15:00+00:00
P,HOURLY,A,126,2021-06-04 05:27:27,2021-06-04 05:30:00+00:00
P,HOURLY,A,126,2021-06-04 05:43:27,2021-06-04 05:45:00+00:00
P,HOURLY,A,126,2021-06-04 05:57:27,2021-06-04 06:00:00+00:00
P,HOURLY,A,126,2021-06-04 06:11:27,2021-06-04 06:15:00+00:00
P,HOURLY,A,126,2021-06-04 06:41:27,2021-06-04 06:45:00+00:00
P,HOURLY,A,126,2021-06-04 06:57:26,2021-06-04 07:00:00+00:00
P,HOURLY,A,126,2021-06-04 07:13:26,2021-06-04 07:15:00+00:00
P,HOURLY,A,126,2021-06-04 07:27:26,2021-06-04 07:30:00+00:00
P,HOURLY,A,125,2021-06-04 07:43:26,2021-06-04 07:45:00+00:00
P,HOURLY,A,123,2021-06-04 07:57:26,2021-06-04 08:00:00+00:00
P,HOURLY,A,117,2021-06-04 08:13:26,2021-06-04 08:15:00+00:00
P,HOURLY,A,116,2021-06-04 08:27:27,2021-06-04 08:30:00+00:00
P,HOURLY,A,111,2021-06-04 08:41:27,2021-06-04 08:45:00+00:00
P,HOURLY,A,107,2021-06-04 08:57:27,2021-06-04 09:00:00+00:00
P,HOURLY,A,107,2021-06-04 09:13:26,2021-06-04 09:15:00+00:00
P,HOURLY,A,104,2021-06-04 09:27:25,2021-06-04 09:30:00+00:00
P,HOURLY,A,96,2021-06-04 09:43:26,2021-06-04 09:45:00+00:00
P,HOURLY,A,90,2021-06-04 09:57:26,2021-06-04 10:00:00+00:00
P,HOURLY,A,87,2021-06-04 10:11:26,2021-06-04 10:15:00+00:00
P,HOURLY,A,80,2021-06-04 10:27:28,2021-06-04 10:30:00+00:00
P,HOURLY,A,69,2021-06-04 10:41:26,2021-06-04 10:45:00+00:00
P,HOURLY,A,57,2021-06-04 10:57:26,2021-06-04 11:00:00+00:00
P,HOURLY,A,45,2021-06-04 11:13:26,2021-06-04 11:15:00+00:00
P,HOURLY,A,37,2021-06-04 11:27:29,2021-06-04 11:30:00+00:00
P,HOURLY,A,25,2021-06-04 11:41:27,2021-06-04 11:45:00+00:00
P,HOURLY,A,13,2021-06-04 11:57:26,2021-06-04 12:00:00+00:00
P,HOURLY,A,16,2021-06-04 12:11:26,2021-06-04 12:15:00+00:00
P,HOURLY,A,0,2021-06-04 12:27:27,2021-06-04 12:30:00+00:00
P,HOURLY,A,1,2021-06-04 12:43:27,2021-06-04 12:45:00+00:00
P,HOURLY,A,0,2021-06-04 12:57:26,2021-06-04 13:00:00+00:00
P,HOURLY,A,1,2021-06-04 13:13:29,2021-06-04 13:15:00+00:00
P,HOURLY,A,0,2021-06-04 13:27:26,2021-06-04 13:30:00+00:00
P,HOURLY,A,0,2021-06-04 13:43:27,2021-06-04 13:45:00+00:00
P,HOURLY,A,0,2021-06-04 13:57:29,2021-06-04 14:00:00+00:00
P,HOURLY,A,3,2021-06-04 14:11:26,2021-06-04 14:15:00+00:00
P,HOURLY,A,0,2021-06-04 14:27:28,2021-06-04 14:30:00+00:00
P,HOURLY,A,7,2021-06-04 14:43:28,2021-06-04 14:45:00+00:00
P,HOURLY,A,1,2021-06-04 14:57:26,2021-06-04 15:00:00+00:00
P,HOURLY,A,5,2021-06-04 15:13:28,2021-06-04 15:15:00+00:00
P,HOURLY,A,3,2021-06-04 15:27:29,2021-06-04 15:30:00+00:00
P,HOURLY,A,8,2021-06-04 15:57:27,2021-06-04 16:00:00+00:00
P,HOURLY,A,7,2021-06-04 16:11:27,2021-06-04 16:15:00+00:00
P,HOURLY,A,14,2021-06-04 16:27:27,2021-06-04 16:30:00+00:00
P,HOURLY,A,15,2021-06-04 16:41:27,2021-06-04 16:45:00+00:00
P,HOURLY,A,14,2021-06-04 16:57:33,2021-06-04 17:00:00+00:00
P,HOURLY,A,18,2021-06-04 17:13:27,2021-06-04 17:15:00+00:00
P,HOURLY,A,20,2021-06-04 17:27:28,2021-06-04 17:30:00+00:00
P,HOURLY,A,33,2021-06-04 17:43:27,2021-06-04 17:45:00+00:00
P,HOURLY,A,42,2021-06-04 17:57:27,2021-06-04 18:00:00+00:00
P,HOURLY,A,49,2021-06-04 18:13:28,2021-06-04 18:15:00+00:00
P,HOURLY,A,51,2021-06-04 18:27:27,2021-06-04 18:30:00+00:00
P,HOURLY,A,49,2021-06-04 18:41:28,2021-06-04 18:45:00+00:00
P,HOURLY,A,44,2021-06-04 18:57:33,2021-06-04 19:00:00+00:00
P,HOURLY,A,34,2021-06-04 19:13:28,2021-06-04 19:15:00+00:00
P,HOURLY,A,34,2021-06-04 19:27:28,2021-06-04 19:30:00+00:00
P,HOURLY,A,32,2021-06-04 19:43:28,2021-06-04 19:45:00+00:00
P,HOURLY,A,36,2021-06-04 19:57:27,2021-06-04 20:00:00+00:00
P,HOURLY,A,42,2021-06-04 20:13:27,2021-06-04 20:15:00+00:00
P,HOURLY,A,43,2021-06-04 20:27:27,2021-06-04 20:30:00+00:00
P,HOURLY,A,46,2021-06-04 20:41:27,2021-06-04 20:45:00+00:00
P,HOURLY,A,56,2021-06-04 20:57:27,2021-06-04 21:00:00+00:00
P,HOURLY,A,68,2021-06-04 21:13:27,2021-06-04 21:15:00+00:00
P,HOURLY,A,73,2021-06-04 21:27:27,2021-06-04 21:30:00+00:00
P,HOURLY,A,79,2021-06-04 21:41:26,2021-06-04 21:45:00+00:00
P,HOURLY,A,86,2021-06-04 21:57:27,2021-06-04 22:00:00+00:00
P,HOURLY,A,97,2021-06-04 22:11:27,2021-06-04 22:15:00+00:00
P,HOURLY,A,106,2021-06-04 22:27:27,2021-06-04 22:30:00+00:00
P,HOURLY,A,111,2021-06-04 22:43:27,2021-06-04 22:45:00+00:00
P,HOURLY,A,112,2021-06-04 22:57:28,2021-06-04 23:00:00+00:00
P,HOURLY,A,111,2021-06-04 23:11:28,2021-06-04 23:15:00+00:00
P,HOURLY,A,118,2021-06-04 23:27:27,2021-06-04 23:30:00+00:00
P,HOURLY,A,119,2021-06-04 23:41:26,2021-06-04 23:45:00+00:00
P,HOURLY,A,119,2021-06-04 23:57:27,2021-06-05 00:00:00+00:00
P,HOURLY,A,120,2021-06-05 00:13:27,2021-06-05 00:15:00+00:00
P,HOURLY,A,121,2021-06-05 00:27:27,2021-06-05 00:30:00+00:00
P,HOURLY,A,122,2021-06-05 00:41:26,2021-06-05 00:45:00+00:00
P,HOURLY,A,122,2021-06-05 00:57:28,2021-06-05 01:00:00+00:00
P,HOURLY,A,122,2021-06-05 01:11:28,2021-06-05 01:15:00+00:00
P,HOURLY,A,122,2021-06-05 01:27:28,2021-06-05 01:30:00+00:00
P,HOURLY,A,122,2021-06-05 01:41:26,2021-06-05 01:45:00+00:00
P,HOURLY,A,124,2021-06-05 01:57:26,2021-06-05 02:00:00+00:00
P,HOURLY,A,124,2021-06-05 02:11:26,2021-06-05 02:15:00+00:00
P,HOURLY,A,125,2021-06-05 02:27:26,2021-06-05 02:30:00+00:00
P,HOURLY,A,125,2021-06-05 02:43:26,2021-06-05 02:45:00+00:00
P,HOURLY,A,125,2021-06-05 02:57:27,2021-06-05 03:00:00+00:00
P,HOURLY,A,125,2021-06-05 03:11:27,2021-06-05 03:15:00+00:00
P,HOURLY,A,125,2021-06-05 03:27:27,2021-06-05 03:30:00+00:00
P,HOURLY,A,125,2021-06-05 03:41:27,2021-06-05 03:45:00+00:00
P,HOURLY,A,125,2021-06-05 03:57:27,2021-06-05 04:00:00+00:00
P,HOURLY,A,125,2021-06-05 04:13:26,2021-06-05 04:15:00+00:00
P,HOURLY,A,125,2021-06-05 04:27:28,2021-06-05 04:30:00+00:00
P,HOURLY,A,125,2021-06-05 04:42:26,2021-06-05 04:45:00+00:00
P,HOURLY,A,125,2021-06-05 04:57:27,2021-06-05 05:00:00+00:00
P,HOURLY,A,125,2021-06-05 05:11:26,2021-06-05 05:15:00+00:00
P,HOURLY,A,125,2021-06-05 05:27:26,2021-06-05 05:30:00+00:00
P,HOURLY,A,125,2021-06-05 05:41:27,2021-06-05 05:45:00+00:00
P,HOURLY,A,125,2021-06-05 05:57:26,2021-06-05 06:00:00+00:00
P,HOURLY,A,125,2021-06-05 06:13:25,2021-06-05 06:15:00+00:00
P,HOURLY,A,125,2021-06-05 06:27:26,2021-06-05 06:30:00+00:00
P,HOURLY,A,125,2021-06-05 06:43:26,2021-06-05 06:45:00+00:00
P,HOURLY,A,125,2021-06-05 06:57:26,2021-06-05 07:00:00+00:00
P,HOURLY,A,125,2021-06-05 07:13:27,2021-06-05 07:15:00+00:00
P,HOURLY,A,124,2021-06-05 07:27:28,2021-06-05 07:30:00+00:00
P,HOURLY,A,123,2021-06-05 07:41:28,2021-06-05 07:45:00+00:00
P,HOURLY,A,122,2021-06-05 07:57:26,2021-06-05 08:00:00+00:00
P,HOURLY,A,122,2021-06-05 08:11:26,2021-06-05 08:15:00+00:00
P,HOURLY,A,122,2021-06-05 08:27:27,2021-06-05 08:30:00+00:00
P,HOURLY,A,116,2021-06-05 08:43:27,2021-06-05 08:45:00+00:00
P,HOURLY,A,117,2021-06-05 08:57:26,2021-06-05 09:00:00+00:00
P,HOURLY,A,112,2021-06-05 09:13:29,2021-06-05 09:15:00+00:00
P,HOURLY,A,105,2021-06-05 09:27:29,2021-06-05 09:30:00+00:00
P,HOURLY,A,98,2021-06-05 09:41:27,2021-06-05 09:45:00+00:00
P,HOURLY,A,89,2021-06-05 09:57:28,2021-06-05 10:00:00+00:00
P,HOURLY,A,77,2021-06-05 10:11:28,2021-06-05 10:15:00+00:00
P,HOURLY,A,78,2021-06-05 10:27:25,2021-06-05 10:30:00+00:00
P,HOURLY,A,66,2021-06-05 10:43:26,2021-06-05 10:45:00+00:00
P,HOURLY,A,52,2021-06-05 10:57:28,2021-06-05 11:00:00+00:00
P,HOURLY,A,38,2021-06-05 11:13:27,2021-06-05 11:15:00+00:00
P,HOURLY,A,31,2021-06-05 11:27:28,2021-06-05 11:30:00+00:00
P,HOURLY,A,24,2021-06-05 11:41:27,2021-06-05 11:45:00+00:00
P,HOURLY,A,9,2021-06-05 11:57:28,2021-06-05 12:00:00+00:00
P,HOURLY,A,0,2021-06-05 12:11:27,2021-06-05 12:15:00+00:00
P,HOURLY,A,0,2021-06-05 12:27:28,2021-06-05 12:30:00+00:00
P,HOURLY,A,0,2021-06-05 12:41:28,2021-06-05 12:45:00+00:00
P,HOURLY,A,0,2021-06-05 12:57:28,2021-06-05 13:00:00+00:00
P,HOURLY,A,0,2021-06-05 13:13:27,2021-06-05 13:15:00+00:00
P,HOURLY,A,0,2021-06-05 13:27:26,2021-06-05 13:30:00+00:00
P,HOURLY,A,1,2021-06-05 13:41:28,2021-06-05 13:45:00+00:00
P,HOURLY,A,0,2021-06-05 13:57:26,2021-06-05 14:00:00+00:00
P,HOURLY,A,1,2021-06-05 14:11:27,2021-06-05 14:15:00+00:00
P,HOURLY,A,0,2021-06-05 14:27:27,2021-06-05 14:30:00+00:00
P,HOURLY,A,0,2021-06-05 14:41:27,2021-06-05 14:45:00+00:00
P,HOURLY,A,3,2021-06-05 14:57:26,2021-06-05 15:00:00+00:00
P,HOURLY,A,4,2021-06-05 15:13:28,2021-06-05 15:15:00+00:00
P,HOURLY,A,9,2021-06-05 15:43:28,2021-06-05 15:45:00+00:00
P,HOURLY,A,7,2021-06-05 15:57:28,2021-06-05 16:00:00+00:00
P,HOURLY,A,0,2021-06-05 16:13:27,2021-06-05 16:15:00+00:00
P,HOURLY,A,3,2021-06-05 16:27:27,2021-06-05 16:30:00+00:00
P,HOURLY,A,6,2021-06-05 16:43:26,2021-06-05 16:45:00+00:00
P,HOURLY,A,3,2021-06-05 16:57:29,2021-06-05 17:00:00+00:00
P,HOURLY,A,9,2021-06-05 17:13:28,2021-06-05 17:15:00+00:00
P,HOURLY,A,15,2021-06-05 17:27:26,2021-06-05 17:30:00+00:00
P,HOURLY,A,19,2021-06-05 17:41:28,2021-06-05 17:45:00+00:00
P,HOURLY,A,17,2021-06-05 17:57:28,2021-06-05 18:00:00+00:00
P,HOURLY,A,16,2021-06-05 18:13:27,2021-06-05 18:15:00+00:00
P,HOURLY,A,7,2021-06-05 18:27:27,2021-06-05 18:30:00+00:00
P,HOURLY,A,6,2021-06-05 18:41:28,2021-06-05 18:45:00+00:00
P,HOURLY,A,6,2021-06-05 18:57:26,2021-06-05 19:00:00+00:00
P,HOURLY,A,0,2021-06-05 19:11:28,2021-06-05 19:15:00+00:00
P,HOURLY,A,0,2021-06-05 19:27:28,2021-06-05 19:30:00+00:00
P,HOURLY,A,4,2021-06-05 19:41:27,2021-06-05 19:45:00+00:00
P,HOURLY,A,5,2021-06-05 19:57:27,2021-06-05 20:00:00+00:00
P,HOURLY,A,1,2021-06-05 20:13:27,2021-06-05 20:15:00+00:00
P,HOURLY,A,5,2021-06-05 20:27:26,2021-06-05 20:30:00+00:00
P,HOURLY,A,13,2021-06-05 20:41:28,2021-06-05 20:45:00+00:00
P,HOURLY,A,22,2021-06-05 20:57:28,2021-06-05 21:00:00+00:00
P,HOURLY,A,34,2021-06-05 21:11:25,2021-06-05 21:15:00+00:00
P,HOURLY,A,53,2021-06-05 21:27:27,2021-06-05 21:30:00+00:00
P,HOURLY,A,67,2021-06-05 21:41:28,2021-06-05 21:45:00+00:00
P,HOURLY,A,85,2021-06-05 21:57:26,2021-06-05 22:00:00+00:00
P,HOURLY,A,103,2021-06-05 22:11:28,2021-06-05 22:15:00+00:00
P,HOURLY,A,113,2021-06-05 22:27:27,2021-06-05 22:30:00+00:00
P,HOURLY,A,118,2021-06-05 22:41:28,2021-06-05 22:45:00+00:00
P,HOURLY,A,120,2021-06-05 22:57:28,2021-06-05 23:00:00+00:00
P,HOURLY,A,121,2021-06-05 23:13:26,2021-06-05 23:15:00+00:00
P,HOURLY,A,121,2021-06-05 23:27:27,2021-06-05 23:30:00+00:00
P,HOURLY,A,122,2021-06-05 23:41:27,2021-06-05 23:45:00+00:00
P,HOURLY,A,122,2021-06-05 23:57:28,2021-06-06 00:00:00+00:00
P,HOURLY,A,124,2021-06-06 00:11:27,2021-06-06 00:15:00+00:00
P,HOURLY,A,125,2021-06-06 00:27:27,2021-06-06 00:30:00+00:00
P,HOURLY,A,125,2021-06-06 00:41:27,2021-06-06 00:45:00+00:00
P,HOURLY,A,125,2021-06-06 00:57:27,2021-06-06 01:00:00+00:00
P,HOURLY,A,125,2021-06-06 01:13:27,2021-06-06 01:15:00+00:00
P,HOURLY,A,125,2021-06-06 01:27:27,2021-06-06 01:30:00+00:00
P,HOURLY,A,125,2021-06-06 01:41:28,2021-06-06 01:45:00+00:00
P,HOURLY,A,125,2021-06-06 01:57:28,2021-06-06 02:00:00+00:00
P,HOURLY,A,125,2021-06-06 02:13:27,2021-06-06 02:15:00+00:00
P,HOURLY,A,125,2021-06-06 02:27:29,2021-06-06 02:30:00+00:00
P,HOURLY,A,125,2021-06-06 02:43:28,2021-06-06 02:45:00+00:00
P,HOURLY,A,125,2021-06-06 02:57:27,2021-06-06 03:00:00+00:00
P,HOURLY,A,125,2021-06-06 03:11:26,2021-06-06 03:15:00+00:00
P,HOURLY,A,125,2021-06-06 03:27:27,2021-06-06 03:30:00+00:00
P,HOURLY,A,125,2021-06-06 03:41:28,2021-06-06 03:45:00+00:00
P,HOURLY,A,125,2021-06-06 03:57:27,2021-06-06 04:00:00+00:00
P,HOURLY,A,125,2021-06-06 04:11:27,2021-06-06 04:15:00+00:00
P,HOURLY,A,125,2021-06-06 04:27:28,2021-06-06 04:30:00+00:00
P,HOURLY,A,125,2021-06-06 04:43:27,2021-06-06 04:45:00+00:00
P,HOURLY,A,125,2021-06-06 04:57:28,2021-06-06 05:00:00+00:00
P,HOURLY,A,125,2021-06-06 05:13:26,2021-06-06 05:15:00+00:00
P,HOURLY,A,125,2021-06-06 05:27:28,2021-06-06 05:30:00+00:00
P,HOURLY,A,125,2021-06-06 05:43:27,2021-06-06 05:45:00+00:00
P,HOURLY,A,125,2021-06-06 05:57:26,2021-06-06 06:00:00+00:00
P,HOURLY,A,125,2021-06-06 06:13:26,2021-06-06 06:15:00+00:00
P,HOURLY,A,125,2021-06-06 06:27:27,2021-06-06 06:30:00+00:00
P,HOURLY,A,125,2021-06-06 06:43:27,2021-06-06 06:45:00+00:00
P,HOURLY,A,125,2021-06-06 06:57:27,2021-06-06 07:00:00+00:00
P,HOURLY,A,125,2021-06-06 07:13:27,2021-06-06 07:15:00+00:00
P,HOURLY,A,125,2021-06-06 07:27:26,2021-06-06 07:30:00+00:00
P,HOURLY,A,125,2021-06-06 07:41:26,2021-06-06 07:45:00+00:00
P,HOURLY,A,124,2021-06-06 07:57:27,2021-06-06 08:00:00+00:00
P,HOURLY,A,125,2021-06-06 08:11:27,2021-06-06 08:15:00+00:00
P,HOURLY,A,124,2021-06-06 08:27:26,2021-06-06 08:30:00+00:00
P,HOURLY,A,123,2021-06-06 08:43:26,2021-06-06 08:45:00+00:00
P,HOURLY,A,119,2021-06-06 08:57:26,2021-06-06 09:00:00+00:00
P,HOURLY,A,118,2021-06-06 09:11:27,2021-06-06 09:15:00+00:00
P,HOURLY,A,115,2021-06-06 09:27:27,2021-06-06 09:30:00+00:00
P,HOURLY,A,109,2021-06-06 09:41:29,2021-06-06 09:45:00+00:00
P,HOURLY,A,107,2021-06-06 09:57:29,2021-06-06 10:00:00+00:00
P,HOURLY,A,97,2021-06-06 10:11:27,2021-06-06 10:15:00+00:00
P,HOURLY,A,87,2021-06-06 10:27:28,2021-06-06 10:30:00+00:00
P,HOURLY,A,77,2021-06-06 10:43:27,2021-06-06 10:45:00+00:00
P,HOURLY,A,63,2021-06-06 10:57:26,2021-06-06 11:00:00+00:00
P,HOURLY,A,54,2021-06-06 11:11:26,2021-06-06 11:15:00+00:00
P,HOURLY,A,45,2021-06-06 11:27:27,2021-06-06 11:30:00+00:00
P,HOURLY,A,32,2021-06-06 11:41:28,2021-06-06 11:45:00+00:00
P,HOURLY,A,12,2021-06-06 11:57:27,2021-06-06 12:00:00+00:00
P,HOURLY,A,1,2021-06-06 12:13:26,2021-06-06 12:15:00+00:00
P,HOURLY,A,1,2021-06-06 12:27:26,2021-06-06 12:30:00+00:00
P,HOURLY,A,0,2021-06-06 12:43:27,2021-06-06 12:45:00+00:00
P,HOURLY,A,0,2021-06-06 12:57:28,2021-06-06 13:00:00+00:00
P,HOURLY,A,0,2021-06-06 13:13:26,2021-06-06 13:15:00+00:00
P,HOURLY,A,0,2021-06-06 13:27:27,2021-06-06 13:30:00+00:00
P,HOURLY,A,0,2021-06-06 13:41:31,2021-06-06 13:45:00+00:00
P,HOURLY,A,0,2021-06-06 13:57:27,2021-06-06 14:00:00+00:00
P,HOURLY,A,0,2021-06-06 14:13:27,2021-06-06 14:15:00+00:00
P,HOURLY,A,1,2021-06-06 14:27:25,2021-06-06 14:30:00+00:00
P,HOURLY,A,13,2021-06-06 15:13:27,2021-06-06 15:15:00+00:00
P,HOURLY,A,12,2021-06-06 15:27:28,2021-06-06 15:30:00+00:00
